date,EZU,BWX,GLD,SHV
2009-03-10,15.4992,20.0909,88.13999938964844,88.5556411743164
2009-03-11,15.7292,20.4509,89.22000122070312,88.5556411743164
2009-03-12,16.7392,20.6409,91.0999984741211,88.57174682617188
2009-03-13,16.6692,20.6009,91.3000030517578,88.5877914428711
2009-03-16,16.8792,20.6709,90.8000030517578,88.5556411743164
2009-03-17,17.4792,20.6959,90.04000091552734,88.56369018554688
2009-03-18,18.3192,21.5359,93.08999633789062,88.59587097167969
2009-03-19,18.3792,21.8909,94.3499984741211,88.57978057861328
2009-03-20,17.9892,21.7359,93.58999633789062,88.57174682617188
2009-03-23,19.8292,21.9309,92.08000183105467,88.5877914428711
2009-03-24,18.7492,21.4909,90.9499969482422,88.57978057861328
2009-03-25,19.5692,21.7059,91.9800033569336,88.5877914428711
2009-03-26,19.7892,21.6009,91.93000030517578,88.59587097167969
2009-03-27,18.5692,21.3909,90.69000244140624,88.57978057861328
2009-03-30,17.4092,21.2909,89.9800033569336,88.6038818359375
2009-03-31,18.2292,21.3159,90.27999877929688,88.6038818359375
2009-04-01,18.8192,21.3659,91.02999877929688,88.58860778808594
2009-04-02,20.0292,21.4659,88.80000305175781,88.57256317138672
2009-04-03,20.4692,21.5409,87.58999633789062,88.58860778808594
2009-04-06,19.9292,21.3459,85.2699966430664,88.57256317138672
2009-04-07,19.1792,21.2909,86.73999786376953,88.60464477539062
2009-04-08,19.6792,21.2859,86.61000061035156,88.60464477539062
2009-04-09,20.3692,21.0659,86.30999755859375,88.59664916992188
2009-04-13,20.7692,21.4959,87.87999725341797,88.60464477539062
2009-04-14,20.3792,21.5159,87.37000274658203,88.62076568603516
2009-04-15,20.8292,21.4909,87.5,88.6368179321289
2009-04-16,21.0892,21.3759,85.80999755859375,88.6368179321289
2009-04-17,21.0292,21.1159,85.22000122070312,88.62076568603516
2009-04-20,19.6092,21.0409,86.94999694824219,88.64488220214844
2009-04-21,20.1092,21.1559,86.88999938964844,88.6287612915039
2009-04-22,20.1392,21.1059,87.37999725341797,88.64488220214844
2009-04-23,20.8992,21.4059,88.80000305175781,88.65293884277344
2009-04-24,21.3592,21.6859,89.72000122070312,88.59664916992188
2009-04-27,20.8192,21.2559,89.01000213623047,88.60464477539062
2009-04-28,20.8192,21.6159,87.75,88.61271667480469
2009-04-29,21.5592,21.6559,88.33000183105469,88.66094207763672
2009-04-30,21.8192,21.5459,87.2699966430664,88.65293884277344
2009-05-01,22.1092,21.6909,86.94999694824219,88.6030502319336
2009-05-04,23.3192,21.8509,88.63999938964844,88.59500885009766
2009-05-05,22.8792,21.8409,88.25,88.57893371582031
2009-05-06,23.5592,21.9459,89.54000091552734,88.58695983886719
2009-05-07,23.0592,21.7309,89.44000244140625,88.57893371582031
2009-05-08,24.5792,22.1659,89.9800033569336,88.57090759277344
2009-05-11,23.6092,22.1709,89.69000244140625,88.58695983886719
2009-05-12,23.7992,22.1759,90.6999969482422,88.59500885009766
2009-05-13,22.7792,22.2659,91.08999633789062,88.6030502319336
2009-05-14,22.9792,22.3159,91.02999877929688,88.6030502319336
2009-05-15,22.6192,22.0709,91.5500030517578,88.6111068725586
2009-05-18,23.7992,22.2409,90.36000061035156,88.59500885009766
2009-05-19,24.3392,22.2459,90.95999908447266,88.6030502319336
2009-05-20,24.6192,22.6009,92.25,88.63522338867188
2009-05-21,24.5092,22.7609,93.8499984741211,88.63522338867188
2009-05-22,24.6592,22.8159,94.1500015258789,88.6030502319336
